,title,ingredients,instructions,author,date,rating,times,servings,image,category,Ing. Prices,Price,Ing. Nutr
65,4-Ingredient Bacon Ranch Cheese Ball,"['4 strips bacon', '1 (8 ounce) package cream cheese, softened', '2 tablespoons dry ranch dressing mix', '¼ cup chopped pecans']","['Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Transfer bacon strips to a lined baking sheet with a drip tray. Refrigerate bacon until crisp.', 'In a bowl spread out cream cheese and sprinkle ranch seasoning over the cheese. Blend together until well combined.', 'Chop bacon until it resembles fine crumbs. Reserve 2 tablespoons. Add remaining bacon to the cream cheese mixture. Using clean (gloved) hands roll cream cheese mixture into a ball. Refrigerate for 30 minutes', 'Combine chopped pecans and reserved bacon in a small bowl. Cover cream cheese ball with pecan bacon mixture. Refrigerate until ready to serve. Let come to room temperature about 30 minutes before serving.']",thedailygourmet,"Published on November 4, 2022",4.4,"[{'Prep Time': '5 mins'}, {'Cook Time': '10 mins'}, {'Refrigerate Time': '30 mins'}, {'Stand Time': '30 mins'}, {'Total Time': ' 1 hr 15 mins'}]",15,https://www.allrecipes.com/thmb/kd8hLXHjJwaHDxyfSDAJUhb_vPQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Bacon-Ranch-Ball-e410c04df37e445a80f250055363bb98.jpg, Appetizers and Snacks,"['$1.13', '$2.35', '$1.79', '$0.85']",6.12,"{'calories': '1432', 'protein': '27g', 'total_fat': '132g', 'carbs': '34g'}"
66,Bacon-Ranch Cheese Ball,"['8 slices bacon', '2 (8 ounce) packages cream cheese, softened', '2 cups shredded sharp Cheddar cheese', '1 (1 ounce) package dry ranch dressing mix', '1 teaspoon dried minced onion', '½ teaspoon garlic powder', '½ cup minced fresh chives', '  crackers for serving']","['Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels and allow to cool. Crumble bacon slices when cool enough to handle.', 'Mix together cream cheese, Cheddar cheese, Ranch dressing mix, dried minced onion, garlic powder, and 1/2 of the crumbled bacon in a bowl until well combined. Place the other half of crumbled bacon in the refrigerator until ready to use.', ""Form cheese mixture into a round ball (it's helpful to use plastic wrap while shaping it). Wrap in plastic wrap and refrigerate for at least 2 hours."", 'Place remaining crumbled bacon on a plate and stir in minced chives. Remove plastic wrap from the cheese ball and roll it in the bacon and chive mixture, lightly pressing the topping to the cheese ball so it sticks.', 'Place the coated cheese ball on a serving dish and surround with crackers for dipping.']",fabeveryday,"Published on November 1, 2022",5.0,"[{'Prep Time': '15 mins'}, {'Cook Time': '10 mins'}, {'Chill Time': ' 2 hrs'}, {'Total Time': ' 2 hrs 25 mins'}, {'Yield': '1 large cheese ball'}]",32,https://www.allrecipes.com/thmb/0UcZ0Gehz_iK0mi5YOY7R2dg44s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1666294928Bacon-Ranch20Cheese20Ball-3aae0d5f00b14ad984cce14a784b1c91.jpg, Appetizers and Snacks,"['$2.26', '$4.70', '$2.42', '$1.69', '$0.23', '$0.05', '$0.59', '$0.15']",12.09,"{'calories': '3429', 'protein': '105g', 'total_fat': '306g', 'carbs': '64g'}"
67,Empanadas (Beef Turnovers),"['1 tablespoon Goya Extra Virgin Olive Oil', '½ pound ground beef', '½ medium yellow onion, finely chopped', '¼ cup Goya Tomato Sauce', '6  Goya Spanish Olives Stuffed with Minced Pimientos, thinly sliced', '2 tablespoons Goya Sofrito', '1 packet Sazon Goya with Coriander and Annatto', '1 teaspoon Goya Minced Garlic', '½ teaspoon Goya Dried Oregano', '  Goya Ground Black Pepper, to taste', '1 (14 ounce) package yellow or white Goya Discos empanada discs, thawed', '1 quart Goya Corn Oil, for frying']","['Heat olive oil in a large skillet over medium heat. Add ground beef; cook and stir until browned and crumbly, about 10 minutes. Add onions and cook until soft, about 5 minutes. Stir in tomato sauce, olives, sofrito, sazón, garlic, oregano, and pepper. Reduce the heat to medium-low and simmer until mixture thickens, about 15 minutes.', 'Roll empanada disks on a lightly floured surface until 1/2 inch larger in diameter. Spoon about 1 tablespoon meat mixture into the middle of each disk. Moisten the disk edges with water, fold in half over filling to form a half-moon, and pinch to seal (or seal with a fork).', 'Heat 2 1/2 inches corn oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Working in batches, fry empanadas until crisp and golden brown, flipping once, 4 to 6 minutes. Transfer to paper towels to drain.']",Goya,"Updated on June 25, 2023",4.8,"[{'Prep Time': '45 mins'}, {'Cook Time': '50 mins'}, {'Total Time': ' 1 hr 35 mins'}, {'Yield': '20 empanadas'}]",4,https://www.allrecipes.com/thmb/OnYAIN59k-L-MqgdXCxACzl4-Qg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1034561-empanadas-beef-turnovers-Janet-Henderson-4x3-1-a658a394cfc34f54b1ca408bc931f007.jpg, Appetizers and Snacks,"['$0.17', '$1.76', '$0.12', '$0.24', '$0.43', '$0.24', '$0.07', '$0.05', '$1.84', '$3.21']",8.13,"{'calories': '3543', 'protein': '70g', 'total_fat': '277g', 'carbs': '209g'}"
68,Apple Crumb Pie,"['6 cups thinly sliced apples', '1 tablespoon lemon juice (Optional)', '¾ cup white sugar', '2 tablespoons all-purpose flour', '½ teaspoon ground cinnamon', '⅛ teaspoon ground nutmeg', '½ cup raisins (Optional)', '½ cup chopped walnuts (Optional)', '1 (9 inch) pie shell', '½ cup all-purpose flour', '½ cup packed brown sugar', '3 tablespoons butter']","['Preheat the oven to 375 degrees F (190 degrees C).', 'Place sliced apples in a large bowl; sprinkle with lemon juice. Mix white sugar, 2 tablespoons flour, cinnamon, and nutmeg together in a small bowl; sprinkle mixture over apples and toss until evenly coated. Stir in raisins and walnuts; transfer mixture into pie shell.', 'Mix 1/2 cup flour and brown sugar together in a small bowl. Blend in butter with a fork until mixture is crumbly; sprinkle over apple filling. Cover top of pie loosely with aluminum foil.', 'Bake in the preheated oven for 25 minutes. Remove foil and bake until top is golden brown and filling is bubbly, about 25 to 30 minutes more. Cool on a wire rack before serving.']",Jackie,"Updated on July 14, 2022",4.7,"[{'Prep Time': '30 mins'}, {'Cook Time': '50 mins'}, {'Total Time': ' 1 hr 20 mins'}, {'Yield': '1 9-inch pie'}]",8,https://www.allrecipes.com/thmb/3qY9aBqD34LmSObh2KKQZatIjE8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/15587-apple-crumb-pie-ddmfs-4x3-1-dc4ac2e030e04d60a7650ede077f3c45.jpg, Apple Pie,"['$2.48', '$0.10', '$0.21', '$0.02', '$0.04', '$0.02', '$0.49', '$1.40', '$19.29', '$0.08', '$0.35', '$0.36']",24.84,"{'calories': '10799', 'protein': '132g', 'total_fat': '544g', 'carbs': '1362g'}"
69,Old Fashioned Apple Pie,"['2 (9 inch)  unbaked pie crusts', '7 cups peeled, cored and sliced apples', '1 cup white sugar', '2 tablespoons all-purpose flour', '1 teaspoon ground cinnamon', '¼ teaspoon salt', '⅛ teaspoon ground nutmeg', '2 tablespoons butter']","['Preheat the oven to 425 degrees F (220 degrees C). Line a 9-inch pie plate with bottom crust.', 'Combine apples, sugar, flour, cinnamon, salt, and nutmeg in a bowl. Place mixture into the prepared pie plate. Dot with butter. Cover with top crust and seal. Cut holes in top crust to allow venting.', 'Bake in the preheated oven for 10 minutes.', 'Reduce the oven temperature to 300 degrees F (150 degrees C) and bake until crust is golden brown and apples are tender, 40 for 50 minutes. Cool and serve.']",Arletta,"Updated on September 20, 2022",4.6,"[{'Prep Time': '20 mins'}, {'Cook Time': '50 mins'}, {'Total Time': ' 1 hr 10 mins'}, {'Yield': '1 9-inch pie'}]",8,https://www.allrecipes.com/thmb/Th9xPmXzfdloYKj2AXqKs4BomwY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/965259-ad5b763b2f6f4991a13cad61f4e24def.jpg, Apple Pie,"['$4.29', '$2.90', '$0.28', '$0.02', '$0.08', '$0.02', '$0.24']",7.83,"{'calories': '3314', 'protein': '28g', 'total_fat': '129g', 'carbs': '527g'}"
70,No-Sugar Apple Pie,"['2 (9 inch)  pie crusts', '1 (12 fluid ounce) can unsweetened apple juice concentrate, thawed', '3 tablespoons cornstarch', '1 tablespoon ground cinnamon', '6 cups sliced green apples']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Whisk 1/3 cup apple juice concentrate together with cornstarch and cinnamon in a small bowl. Set aside.', 'Simmer apples with remaining apple juice concentrate in a large saucepan until apples are tender, about 10 minutes. Stir in cornstarch mixture and continue to simmer until thickened. Remove from heat.', 'Spoon apple mixture into pastry-lined pie plate. Cover with top crust. Seal and flute edges. Cut steam vents in top.', 'Bake in the preheated oven until crust is golden brown, about 45 minutes.']",Carolyn,"Updated on November 14, 2022",4.5,"[{'Prep Time': '25 mins'}, {'Cook Time': ' 1 hr 5 mins'}, {'Total Time': ' 1 hr 30 mins'}, {'Yield': '1 pie'}]",8,https://www.allrecipes.com/thmb/-s7SCtn998segjH-wcRx4TXJcFM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59709-8ff88da0e49447c0815d4225fc32b18f.jpg, Apple Pie,"['$4.29', '$0.48', '$0.10', '$0.33', '$3.32']",8.52,"{'calories': '2492', 'protein': '27g', 'total_fat': '106g', 'carbs': '366g'}"
71,Easy Swedish Apple Pie,"['1 ½ pounds Granny Smith apples - peeled, cored and sliced', '1 tablespoon sugar', '1 cup sugar', '1 cup flour', '¾ cup melted butter', '1 large egg', '1 teaspoon cinnamon']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Toss apples with 1 tablespoon sugar and pour them into a pie plate.', 'Thoroughly mix together 1 cup sugar with flour, butter, egg, and cinnamon. Spread this evenly over the top of the pie.', 'Bake in the preheated oven until apples have cooked and topping is golden brown, 40 to 45 minutes.']",FOXYMINIME,"Updated on July 20, 2023",4.7,"[{'Prep Time': '20 mins'}, {'Cook Time': '40 mins'}, {'Total Time': ' 1 hr'}, {'Yield': '1 (9-inch) pie'}]",8,https://www.allrecipes.com/thmb/VI07euxQ4Zhg_8e-7pthG6vgRVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23716-f209e27f38fe4dea9e6f724612637762.jpg, Apple Pie,"['$3.01', '$0.02', '$0.28', '$0.17', '$1.46', '$0.27', '$0.08']",5.29,"{'calories': '2922', 'protein': '22g', 'total_fat': '145g', 'carbs': '402g'}"
72,Easy Air Fryer Apple Pies,"['1 (14.1 ounce) package refrigerated pie crusts (2 pie crusts)', '1 (21 ounce) can apple pie filling', '1  egg, beaten', '2 tablespoons cinnamon sugar, or to taste', '1  serving cooking spray']","['Place 1 pie crust onto a lightly floured surface and roll out the dough with a rolling pin. Using a 2-1/4-inch round biscuit or cookie cutter cut the pie crust into 10 circles. Repeat with the second pie crust for a total of 20 pie crust circles.', 'Fill about 1/2 of each circle with apple pie filling. Place a second pie crust circle on top, making a mini pie. Do not overfill. Press down the edges of the mini pies, crimping with a fork to seal. Brush tops with beaten egg and sprinkle with cinnamon sugar.', 'Preheat the air fryer to 360 degrees F (175 degrees C).', 'Lightly spray the air fryer basket with cooking spray. Place a batch of the mini pies in the air fryer basket, leaving space around each for air circulation.', 'Bake until golden brown, 5 to 7 minutes. Remove from the basket and bake remaining pies. Serve warm or at room temperature.']",lutzflcat,"Published on June 8, 2019",4.7,"[{'Prep Time': '15 mins'}, {'Cook Time': '10 mins'}, {'Total Time': '25 mins'}, {'Yield': '10 mini pies'}]",10,https://www.allrecipes.com/thmb/gyQGimhysMu4k5FLGGMVT2N-S7Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5071295-98db7a2e7b9240b8b493d6067e37e29f.jpg, Apple Pie,"['$4.28', '$2.55', '$0.24', '$0.82']",7.89,"{'calories': '2578', 'protein': '30g', 'total_fat': '109g', 'carbs': '373g'}"
73,Sour Cream Apple Pie Deluxe,"['1  unbaked 9 inch pie crust', '¾ cup sugar', '2 tablespoons all-purpose flour', '⅛ teaspoon salt', '1 cup sour cream', '½ teaspoon vanilla extract', '1  egg', '2 cups diced apples', '⅓ cup sugar', '⅓ cup all-purpose flour', '1 teaspoon ground cinnamon', '¼ cup chilled butter, diced']","['Preheat the oven to 425 degrees F (220 degrees C). Press the pie crust into and up the sides of a 9 inch pie plate.', 'In a medium bowl, stir together 3/4 cup sugar, 2 tablespoons of flour, and salt. Mix in the sour cream, egg and vanilla until smooth. Add apples, and stir to coat. Scrape the mixture into the pie shell.', 'Bake for 15 minutes in the preheated oven, then reduce heat to 350 degrees F (175 degrees C), and continue baking for 30 minutes more.', 'While the pie is baking, prepare the topping in a medium bowl. Stir together 1/3 cup of flour, 1/3 cup sugar, and cinnamon. Cut in the butter until the mixture resembles fine crumbs.', 'After the 30 minute bake time has passed, cover the top of the pie with the crumb topping, and continue to bake for 15 minutes, or until topping is lightly browned and apples are tender. Allow the pie to cool, then refrigerate until chilled before serving.']",phebesue75,"Published on June 18, 2020",4.7,"[{'Prep Time': '20 mins'}, {'Cook Time': ' 1 hr'}, {'Total Time': ' 1 hr 20 mins'}, {'Yield': '1 - (9 inch) pie'}]",8,https://www.allrecipes.com/thmb/8viIpzTa7VaMRLlvM9u7JAIHj50=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/143908-6127f4b7966746698dbb16792a7c6309.jpg, Apple Pie,"['$2.14', '$0.21', '$0.02', '$1.56', '$0.15', '$0.24', '$0.83', '$0.09', '$0.06', '$0.08', '$0.49']",5.87,"{'calories': '3020', 'protein': '30g', 'total_fat': '148g', 'carbs': '403g'}"
74,Mini Apple Pies,"['2  pastries for 9-inch single crust pies', '3 cups diced Granny Smith apple', '2 tablespoons instant tapioca', '½ cup white sugar', '  lemon juice', '⅛ teaspoon ground nutmeg', '¼ teaspoon ground cinnamon']","['Preheat oven to 400 degrees F (200 degrees C).', 'Cut 4 6-inch rounds out of the pie crusts, and fit them into 4 5-inch mini pie dishes. Cut remaining pie crust into 1/8-inch strips, and set dough aside.', 'In a bowl, mix the diced apple, tapioca, sugar, lemon juice, nutmeg, and cinnamon until thoroughly combined; allow the mixture to stand for 5 minutes to soften the tapioca. Stir the mixture again, and spoon into the pie shells. Use the strips of dough to weave a small lattice crust on top of each pie, and pinch the strips onto the bottom crust.', 'Bake in the preheated oven until the pies are browned and the filling is thickened and bubbling, about 30 minutes. Cool before serving.']",Lisawas,"Updated on September 2, 2022",4.7,"[{'Prep Time': '20 mins'}, {'Cook Time': '30 mins'}, {'Additional Time': '30 mins'}, {'Total Time': ' 1 hr 20 mins'}, {'Yield': '4 mini pies'}]",4,https://www.allrecipes.com/thmb/e6x49kdkVqThCn4mtcAp4vAfSpU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3210671-mini-apple-pies-footballgrl16-4x3-1-1e76a9605d814ef696a11512c0922cbb.jpg, Apple Pie,"['$1.66', '$0.51', '$0.14', '$0.10', '$0.02', '$0.02']",2.45,"{'calories': '669', 'protein': '1g', 'total_fat': '1g', 'carbs': '173g'}"
75,Danish Pastry Apple Bars,"['2 ½ cups all-purpose flour', '1 teaspoon salt', '1 cup shortening', '1  egg yolk', '½ cup milk', '10  apples - peeled, cored and thinly sliced', '½ cup light brown sugar', '¼ cup white sugar', '½ teaspoon ground cinnamon', '¼ teaspoon ground nutmeg', '1  egg white']","['Preheat oven to 375 degrees F (190 degrees C.)', 'In a large bowl, combine flour and salt. Cut in shortening until mixture resembles coarse crumbs. Beat egg yolk in measuring cup and add enough milk to make 2/3 cup total liquid. Stir into flour mixture until all flour is damp. Divide the dough in half. On floured surface, roll half the dough into a rectangle and fit into a 9x13 inch pan.', 'In large bowl, combine apples, brown sugar, white sugar, cinnamon and nutmeg. Put apple mixture in pan. Roll out remaining dough and place over apples. Seal edges and cut slits in top dough. Beat egg white till frothy and brush on crust.', 'Bake in the preheated oven for 50 minutes, or until golden brown.']",Nancy,"Updated on July 14, 2022",4.6,"[{'Prep Time': '30 mins'}, {'Cook Time': ' 1 hr'}, {'Total Time': ' 1 hr 30 mins'}, {'Yield': '1 9x13-inch pan'}]",12,https://www.allrecipes.com/thmb/VdcliSSOej8prg_xLpbBIpjOXo0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/275626-b5aa05d5b44b45e980f443b697a11592.jpg, Apple Pie,"['$0.42', '$1.61', '$0.24', '$0.17', '$6.03', '$0.35', '$0.07', '$0.04', '$0.04', '$0.18']",9.15,"{'calories': '4658', 'protein': '47g', 'total_fat': '220g', 'carbs': '654g'}"
76,Apple Streusel Pie,"['2 ounces butter', '½ cup packed brown sugar', '½ cup all-purpose flour', '1 cup chopped pecans', '9  apple - peeled, cored and sliced', '¼ cup white sugar', '1 tablespoon all-purpose flour', '1 teaspoon ground cinnamon', '2 recipes unbaked pie shells']","['Preheat oven to 350 degrees F (175 C).', 'Prepare the topping by combining the butter, brown sugar, flour and chopped pecans. Cut in all ingredients with pastry cutter until pea-sized. Set aside', 'Combine the apples, sugar, flour and cinnamon. Toss gently together and set aside.', 'Place apple mixture in unbaked pie shells. Heap the apples up high in each shell and fill completely. Sprinkle topping on top of each.', 'Bake at 350 degrees F (175 degrees C) for 50 minutes. Do not allow topping to get too dark.']",Lori Jett,"Updated on July 14, 2022",4.6,[{'Yield': '8 slices'}],8,https://www.allrecipes.com/thmb/UYkK_etcnyQtP25Ke8pUInNVFD4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1595333-7dad53e890754caaab70adc3b7fe7056.jpg, Apple Pie,"['$0.49', '$0.35', '$0.08', '$3.39', '$5.42', '$0.07', '$0.01', '$0.08', '$3.64']",13.53,"{'calories': '4435', 'protein': '43g', 'total_fat': '216g', 'carbs': '619g'}"
